#angle	nofilt	angle error	nofilterr	filt	angle error	filterr
#41.5	28	0.125	14	35	0.125	14.42614977
#42	25	0.125	15.0748042	27	0.125	15.19348531
#42.5	48	0.125	14.60112616	34	0.125	13.78089265
#43	35	0.125	14.84732327	57	0.125	16.04295697
#43.5	21	0.125	15.10186585	75	0.125	17.90101562
#44	23	0.125	14.54299845	31	0.125	15.02474444
#44.5	46	0.125	13.26557975	46	0.125	13.26557975
#
41.5	35	0.125	14.42614977	28	0.125	14
42	27	0.125	15.19348531	25	0.125	15.0748042
42.5	34	0.125	13.78089265	48	0.125	14.60112616
43	57	0.125	16.04295697	35	0.125	14.84732327
43.5	75	0.125	17.90101562	21	0.125	15.10186585
44	31	0.125	15.02474444	23	0.125	14.54299845
44.5	46	0.125	13.26557975	46	0.125	13.26557975
