-5.61522   	2. 	1096.69692816	ISP-1
-5.908188  	4. 	1110.00426653	ISP-1
-5.37108   	10.	1120.80053711	ISP-1
-5.285631  	20.	1208.9888916 	ISP-1
-5.06895675	30.	1282.78979492	ISP-1
