-70.2	16.041 	7782.8125    	PS1	
-69.9	35.721 	7785.14453125	PS1
-69.9	105.885	7800.29150391	PS1
-70.2	366.148	7841.36376953	PS1
-56.3	5.993  	7880.04980469	PS1
-56.3	16.083 	7881.54199219	PS1
-56.1	35.81  	7881.12402344	PS1
-56.3	105.847	7884.19628906	PS1
-56.3	365.74 	7904.41210938	PS1
