0.02043217     0.06150977
0.04086415     0.06175964
0.06129622     0.06186396
0.08172840     0.06195299
0.10216037     0.06205422
0.12259254     0.06211296
0.14302451     0.06204851
0.16345659     0.06213764
0.18388876     0.06235615
0.20432073     0.06221428
0.22475280     0.06240415
0.24518497     0.06206767
0.26561694     0.06227902
0.28604901     0.06226867
0.30648118     0.06219367
0.32691324     0.06208693
0.34734531     0.06199054
0.36777738     0.06192667
0.38820945     0.06192561
0.40864151     0.06173893
0.42907358     0.06157955
0.44950564     0.06146487
0.46993781     0.06130665
0.49036977     0.06105997
0.51080184     0.06084165
0.53123400     0.06084717
0.55166597     0.06067191
0.57209813     0.06038198
0.59253019     0.06005934
0.61296215     0.05992783
0.63339432     0.05958109
0.65382638     0.05938657
0.67425834     0.05910080
0.69469050     0.05876190
0.71512256     0.05839513
0.73555452     0.05795995
0.75598668     0.05766779
0.77641874     0.05727605
0.79685080     0.05674090
0.81728285     0.05639068
0.83771491     0.05590575
0.85814697     0.05562598
0.87857902     0.05531059
0.89901108     0.05491924
0.93987519     0.05291653
0.96030725     0.05227211
0.98073940     0.05162364
1.00117136     0.05099752
1.02160341     0.05057094
1.04203556     0.05000559
1.06246752     0.04949154
1.08289957     0.04897496
1.10333172     0.04828816
1.12376367     0.04760098
1.14419582     0.04716773
1.16462787     0.04654006
1.18505982     0.04619216
1.20549197     0.04572107
1.22592402     0.04512552
1.24635597     0.04473243
1.26678812     0.04408270
1.28722017     0.04358858
1.30765222     0.04301897
1.32808426     0.04254294
1.34851631     0.04210224
1.36894836     0.04150815
1.38938040     0.04093158
1.40981245     0.04038084
1.43024450     0.03993017
1.45067664     0.04070677
1.47110858     0.04198214
1.49154073     0.04300320
1.51197267     0.04272023
1.53240471     0.04601138
1.55283686     0.04651983
1.57326880     0.04482698
1.59370084     0.04302178
1.61413298     0.04145880
1.63456492     0.04036004
1.65499697     0.03918618
1.67542911     0.03815603
1.69586105     0.03724394
1.71629308     0.03610957
1.73672522     0.03512975
1.75715716     0.03427030
1.77758920     0.03336199
1.79802134     0.03249442
1.81845338     0.03176456
1.83888531     0.03103634
1.85931745     0.03029545
1.87974948     0.02974491
1.92061356     0.02863047
1.94104559     0.02805699
1.96147762     0.02747887
1.98190966     0.02669559
2.00234169     0.02610847
2.02277383     0.02551070
2.04320576     0.02297099
2.06363779     0.01781473
2.08406992     0.01216213
2.10450185     0.00488547
2.12493389     -0.00396471
2.14536602     -0.01367781
2.16579795     -0.02404868
2.18622998     -0.03495974
2.20666211     -0.04683805
2.22709403     -0.05970392
2.24752606     -0.07081104
2.26795819     -0.08044266
2.28839012     -0.08671278
2.30882225     -0.09023048
2.32925417     -0.09274812
2.34968620     -0.09480668
2.37011833     -0.09731978
2.39055035     -0.09958001
2.41098228     -0.10199091
2.43141440     -0.10505320
2.45184643     -0.10699437
2.47227835     -0.10860254
2.49271047     -0.10940624
2.51314250     -0.10956805
2.53357442     -0.10858977
2.55400654     -0.10678244
2.57443857     -0.10567855
2.59487049     -0.10408073
2.61530261     -0.09924595
