350.00	136.71
351.00	126.99
352.00	133.38
353.00	139.73
354.00	143.93
355.00	137.31
356.00	134.49
357.00	134.37
358.00	131.00
359.00	128.55
360.00	133.84
361.00	140.93
362.00	134.42
363.00	135.95
364.00	133.34
365.00	128.71
366.00	147.14
367.00	142.37
368.00	139.06
369.00	134.89
370.00	125.50
371.00	132.46
372.00	144.11
373.00	135.77
374.00	139.85
375.00	140.40
376.00	133.61
377.00	131.94
378.00	171.67
379.00	139.09
380.00	136.90
381.00	153.67
382.00	139.50
383.00	132.58
384.00	133.27
385.00	137.89
386.00	132.23
387.00	132.96
388.00	145.30
389.00	173.28
390.00	138.14
391.00	134.93
392.00	135.80
393.00	138.48
394.00	136.03
395.00	161.67
396.00	133.63
397.00	133.00
398.00	137.92
399.00	157.32
400.00	142.82
401.00	142.04
402.00	132.02
403.00	140.14
404.00	138.30
405.00	136.52
406.00	135.49
407.00	137.27
408.00	144.36
409.00	140.80
410.00	144.45
411.00	204.49
412.00	147.09
413.00	130.94
414.00	139.57
415.00	133.45
416.00	133.03
417.00	141.13
418.00	145.71
419.00	140.57
420.00	156.50
421.00	137.45
422.00	139.55
423.00	141.29
424.00	148.40
425.00	142.71
426.00	136.42
427.00	150.94
428.00	139.65
429.00	147.91
430.00	164.28
431.00	135.91
432.00	143.15
433.00	143.07
434.00	135.81
435.00	133.31
436.00	136.06
437.00	143.88
438.00	143.76
439.00	142.74
440.00	136.59
441.00	152.92
442.00	128.68
443.00	140.47
444.00	136.97
445.00	133.70
446.00	141.21
447.00	139.58
448.00	152.01
449.00	151.07
450.00	137.68
451.00	133.62
452.00	133.81
453.00	135.54
454.00	133.58
455.00	144.21
456.00	132.77
457.00	135.97
458.00	141.62
459.00	136.45
460.00	138.02
461.00	135.86
462.00	132.87
463.00	138.99
464.00	131.46
465.00	140.00
466.00	137.08
467.00	131.93
468.00	137.59
469.00	135.06
470.00	113.47
471.00	123.43
472.00	148.84
473.00	143.30
474.00	128.58
475.00	145.67
476.00	132.22
477.00	140.56
478.00	134.03
479.00	159.66
480.00	137.09
481.00	130.94
482.00	139.34
483.00	136.10
484.00	141.37
485.00	143.36
486.00	134.46
487.00	136.49
488.00	144.38
489.00	138.65
490.00	140.21
491.00	149.76
492.00	139.52
493.00	141.62
494.00	133.00
495.00	132.36
496.00	133.18
497.00	142.88
498.00	140.52
499.00	144.11
500.00	173.30
501.00	132.78
502.00	136.07
503.00	166.36
504.00	138.55
505.00	140.47
506.00	132.27
507.00	137.45
508.00	151.74
509.00	131.13
510.00	141.00
511.00	136.35
512.00	133.17
513.00	133.86
514.00	126.63
515.00	137.07
516.00	137.83
517.00	139.42
518.00	149.20
519.00	141.04
520.00	141.33
521.00	134.01
522.00	151.02
523.00	138.48
524.00	136.37
525.00	132.78
526.00	134.44
527.00	134.46
528.00	134.38
529.00	136.56
530.00	148.47
531.00	137.71
532.00	136.45
533.00	141.20
534.00	155.28
535.00	136.58
536.00	136.56
537.00	136.21
538.00	150.04
539.00	140.74
540.00	146.07
541.00	137.55
542.00	214.93
543.00	133.38
544.00	136.54
545.00	137.88
546.00	137.06
547.00	154.99
548.00	138.17
549.00	155.09
550.00	139.13
551.00	136.00
552.00	151.96
553.00	129.95
554.00	137.29
555.00	136.60
556.00	139.18
557.00	129.64
558.00	137.31
559.00	145.85
560.00	143.33
561.00	134.74
562.00	138.75
563.00	160.64
564.00	137.62
565.00	135.01
566.00	132.79
567.00	130.52
568.00	143.53
569.00	142.59
570.00	134.41
571.00	129.97
572.00	141.77
573.00	268.80
574.00	144.43
575.00	132.10
576.00	137.16
577.00	134.95
578.00	133.43
579.00	133.00
580.00	127.05
581.00	132.79
582.00	165.17
583.00	131.77
584.00	134.65
585.00	137.17
586.00	147.43
587.00	138.85
588.00	135.06
589.00	130.92
590.00	132.57
591.00	138.78
592.00	131.59
593.00	141.10
594.00	140.68
595.00	142.05
596.00	136.35
597.00	129.99
598.00	137.96
599.00	128.03
600.00	128.39
