  5112.012  1.0236e+00  7.8829e-02  7.8484e-04  6.9097e-03  5.2048e-04  9.8468e-05
  5112.046  1.0123e+00  7.7651e-02  4.1936e-04  7.3315e-03  5.5292e-04  9.9746e-05
  5112.079  1.0145e+00  7.8123e-02  7.6445e-04  6.1078e-03  4.6207e-04  7.1758e-05
  5112.111  1.0054e+00  7.7422e-02  7.6608e-04  6.4028e-03  4.8423e-04  7.6592e-05
  5112.144  1.0141e+00  7.8059e-02  7.2939e-04  7.3566e-03  5.5617e-04  8.9634e-05
  5112.177  1.0136e+00  7.7980e-02  6.8242e-04  6.4397e-03  4.8654e-04  8.0908e-05
  5112.209  1.0209e+00  7.8595e-02  7.5244e-04  6.0960e-03  4.6090e-04  7.3996e-05
  5112.242  9.9002e-01  7.6792e-02  1.3848e-03  7.3409e-03  5.5438e-04  9.4188e-05
  5112.274  1.0104e+00  7.7437e-02  3.4484e-04  6.8276e-03  5.1485e-04  9.3327e-05
  5112.307  1.0169e+00  7.8151e-02  5.8822e-04  5.8764e-03  4.4456e-04  6.9140e-05
  5112.339  1.0180e+00  7.8269e-02  6.3239e-04  7.1750e-03  5.4174e-04  9.2846e-05
  5112.372  1.0044e+00  7.7325e-02  7.3506e-04  7.1145e-03  5.3710e-04  9.2661e-05
  5112.404  1.0116e+00  7.7798e-02  6.4900e-04  5.8643e-03  4.4312e-04  7.3248e-05
  5112.437  1.0192e+00  7.8372e-02  6.4147e-04  6.8441e-03  5.1680e-04  8.8310e-05
  5112.470  9.9032e-01  7.6416e-02  9.2923e-04  7.2690e-03  5.4848e-04  9.6838e-05
  5112.502  1.0162e+00  7.8195e-02  7.0000e-04  6.1317e-03  4.6244e-04  8.3305e-05
  5112.535  1.0062e+00  7.7373e-02  6.3550e-04  6.3929e-03  4.8269e-04  8.2742e-05
  5112.567  1.0136e+00  7.8402e-02  1.1699e-03  7.3431e-03  5.5412e-04  9.7423e-05
  5112.600  1.0029e+00  7.6966e-02  4.5973e-04  6.3971e-03  4.8219e-04  8.8822e-05
  5112.633  1.0067e+00  7.7371e-02  5.9413e-04  6.0418e-03  4.5616e-04  7.8336e-05
  5112.665  1.0113e+00  7.7167e-02 -4.3165e-05  7.3348e-03  5.5342e-04  9.7818e-05
  5112.698  1.0154e+00  7.8528e-02  1.1532e-03  6.8277e-03  5.1441e-04  9.6475e-05
  5112.731  1.0069e+00  7.7630e-02  8.7004e-04  5.8533e-03  4.4132e-04  8.0393e-05
  5112.763  9.8783e-01  7.6119e-02  8.0646e-04  7.1316e-03  5.3707e-04  1.0238e-04
  5112.796  1.0273e+00  7.8805e-02  4.3458e-04  7.1099e-03  5.3506e-04  1.0462e-04
  5112.830  1.0108e+00  7.7766e-02  6.8507e-04  5.8799e-03  4.4266e-04  8.5450e-05
  5112.861  1.0049e+00  7.7405e-02  7.8280e-04  6.8106e-03  5.1535e-04  7.9076e-05
  5112.895  1.0128e+00  7.7855e-02  6.1413e-04  7.2504e-03  5.4853e-04  8.4975e-05
  5112.926  1.0218e+00  7.8578e-02  6.5711e-04  6.0873e-03  4.6044e-04  7.2124e-05
  5112.960  1.0152e+00  7.8016e-02  5.8291e-04  6.3977e-03  4.8392e-04  7.5802e-05
  5112.991  9.9117e-01  7.6670e-02  1.1462e-03  7.3152e-03  5.5330e-04  8.6912e-05
  5113.025  1.0177e+00  7.8017e-02  3.6527e-04  6.3761e-03  4.8208e-04  7.7273e-05
  5113.058  1.0068e+00  7.7328e-02  5.3616e-04  6.0056e-03  4.5432e-04  7.0680e-05
  5113.090  1.0202e+00  7.7641e-02 -2.7938e-04  7.2693e-03  5.4915e-04  9.1817e-05
  5113.123  9.9310e-01  7.7031e-02  1.3909e-03  6.7679e-03  5.1040e-04  9.1999e-05
  5113.156  1.0188e+00  7.8474e-02  7.9867e-04  5.8683e-03  4.4392e-04  6.9231e-05
