  5810.029  1.0034e+00  7.1609e-02  3.6878e-05  5.9096e-03  4.1900e-04  5.1672e-05
  5810.064  9.9964e-01  7.1795e-02  5.4519e-04  5.0728e-03  3.5930e-04  4.7921e-05
  5810.099  9.9992e-01  7.1724e-02  4.4344e-04  4.9168e-03  3.4878e-04  4.1177e-05
  5810.133  9.9335e-01  7.1729e-02  9.7219e-04  5.9157e-03  4.1936e-04  5.2386e-05
  5810.168  1.0095e+00  7.1948e-02 -6.5956e-05  5.4219e-03  3.8397e-04  5.1702e-05
  5810.203  9.9622e-01  7.1391e-02  3.6734e-04  4.7065e-03  3.3396e-04  3.8305e-05
  5810.238  9.9523e-01  7.1733e-02  8.2798e-04  5.7795e-03  4.0971e-04  5.1055e-05
  5810.273  1.0007e+00  7.1119e-02 -2.9331e-04  5.6881e-03  4.0312e-04  5.1274e-05
  5810.307  9.9920e-01  7.1555e-02  3.1517e-04  4.6758e-03  3.3153e-04  4.0615e-05
  5810.342  9.9283e-01  7.1035e-02  2.4223e-04  5.5776e-03  3.9568e-04  4.6259e-05
  5810.377  1.0046e+00  7.2224e-02  6.2940e-04  5.8249e-03  4.1281e-04  5.2516e-05
  5810.412  1.0016e+00  7.1848e-02  4.5389e-04  4.8557e-03  3.4378e-04  4.6985e-05
  5810.447  1.0062e+00  7.2228e-02  5.0884e-04  5.2503e-03  3.7213e-04  4.6939e-05
  5810.481  9.8681e-01  7.0429e-02  4.5711e-05  5.8964e-03  4.1791e-04  5.2873e-05
  5810.516  1.0046e+00  7.2064e-02  4.5318e-04  5.0692e-03  3.5913e-04  4.6872e-05
  5810.551  1.0023e+00  7.1848e-02  4.0010e-04  4.9316e-03  3.4978e-04  4.1539e-05
  5810.586  9.8872e-01  7.1510e-02  1.1019e-03  5.9178e-03  4.1938e-04  5.3419e-05
  5810.621  1.0163e+00  7.2358e-02 -1.4678e-04  5.4362e-03  3.8483e-04  5.3015e-05
  5810.655  1.0100e+00  7.2385e-02  3.8395e-04  4.7361e-03  3.3573e-04  4.1730e-05
  5810.690  1.0067e+00  7.2445e-02  7.1085e-04  5.8299e-03  4.1279e-04  5.5981e-05
  5810.725  9.9958e-01  7.1360e-02  7.1440e-05  5.7216e-03  4.0497e-04  5.6210e-05
  5810.760  1.0037e+00  7.1965e-02  4.2093e-04  4.6889e-03  3.3210e-04  4.4024e-05
  5810.795  1.0141e+00  7.2741e-02  4.6130e-04  5.6370e-03  3.9959e-04  4.9594e-05
  5810.829  1.0013e+00  7.1580e-02  1.8321e-04  5.8681e-03  4.1563e-04  5.5028e-05
  5810.864  1.0080e+00  7.2333e-02  4.9033e-04  4.8615e-03  3.4410e-04  4.7710e-05
  5810.899  1.0030e+00  7.1980e-02  4.9122e-04  5.2482e-03  3.7198e-04  4.6697e-05
  5810.934  1.0128e+00  7.2059e-02 -2.0087e-04  5.9426e-03  4.2087e-04  5.5985e-05
  5810.968  1.0010e+00  7.1977e-02  6.4995e-04  5.1158e-03  3.6193e-04  5.1654e-05
  5811.003  1.0012e+00  7.1846e-02  4.8483e-04  4.9343e-03  3.4953e-04  4.5807e-05
  5811.037  1.0162e+00  7.3016e-02  6.0292e-04  5.9404e-03  4.2079e-04  5.5205e-05
  5811.072  1.0028e+00  7.1648e-02  1.4172e-04  5.4421e-03  3.8510e-04  5.4154e-05
  5811.107  1.0019e+00  7.1769e-02  3.4831e-04  4.7414e-03  3.3597e-04  4.2908e-05
  5811.142  1.0010e+00  7.1703e-02  3.4471e-04  5.8229e-03  4.1199e-04  5.8416e-05
