  4601.757  9.7356e-01  8.0006e-02  1.0307e-03  8.4162e-03  6.7030e-04  1.5759e-04
  4601.786  9.7301e-01  7.9786e-02  8.2706e-04  7.8238e-03  6.2871e-04  1.0981e-04
  4601.814  9.7482e-01  7.9686e-02  5.4063e-04  9.4400e-03  7.5771e-04  1.3905e-04
  4601.843  9.5546e-01  7.8498e-02  9.8693e-04  8.8168e-03  7.0681e-04  1.3616e-04
  4601.872  9.6214e-01  7.9150e-02  1.1139e-03  7.5283e-03  6.0454e-04  1.0885e-04
  4601.901  9.6762e-01  8.0520e-02  2.1853e-03  9.1808e-03  7.3561e-04  1.4443e-04
  4601.930  9.5106e-01  7.6685e-02 -6.9956e-04  9.1376e-03  7.3193e-04  1.4522e-04
  4601.959  9.6500e-01  7.9149e-02  8.4284e-04  7.6123e-03  6.1050e-04  1.1587e-04
  4601.988  9.8282e-01  8.0918e-02  1.2151e-03  8.8108e-03  7.0556e-04  1.4134e-04
  4602.017  9.3086e-01  7.5968e-02  3.7117e-04  9.3635e-03  7.4970e-04  1.5104e-04
  4602.045  9.6153e-01  7.8961e-02  9.5097e-04  7.8730e-03  6.3059e-04  1.2546e-04
  4602.074  9.5556e-01  7.8671e-02  1.1768e-03  8.2190e-03  6.5826e-04  1.3126e-04
  4602.103  9.8224e-01  7.9426e-02 -4.6097e-04  9.4863e-03  7.5998e-04  1.5001e-04
  4602.132  9.5534e-01  7.8744e-02  1.2816e-03  8.3087e-03  6.6518e-04  1.3452e-04
  4602.161  9.5527e-01  7.8453e-02  9.5184e-04  7.7425e-03  6.2065e-04  1.1994e-04
  4602.189  9.4682e-01  7.8468e-02  1.7654e-03  9.4081e-03  7.5363e-04  1.4937e-04
  4602.218  9.7072e-01  7.8962e-02  8.6073e-05  8.7773e-03  7.0206e-04  1.4626e-04
  4602.247  9.6330e-01  7.8794e-02  5.9027e-04  7.5083e-03  6.0295e-04  1.0852e-04
  4602.276  9.4841e-01  7.8082e-02  1.1675e-03  9.1807e-03  7.3407e-04  1.5465e-04
  4602.305  9.7527e-01  7.9722e-02  5.3784e-04  9.1792e-03  7.3372e-04  1.5610e-04
  4602.333  9.6046e-01  7.8771e-02  8.3143e-04  7.5592e-03  6.0533e-04  1.2138e-04
  4602.362  9.7194e-01  7.9763e-02  8.9881e-04  8.7241e-03  6.9836e-04  1.4178e-04
  4602.391  9.4165e-01  7.7009e-02  5.6045e-04  9.3130e-03  7.4514e-04  1.5374e-04
  4602.420  9.6723e-01  7.9212e-02  7.0351e-04  7.8622e-03  6.2932e-04  1.2809e-04
  4602.449  9.7511e-01  7.9858e-02  7.0965e-04  8.2207e-03  6.5807e-04  1.3355e-04
  4602.477  9.5686e-01  7.8815e-02  1.2207e-03  9.4853e-03  7.5819e-04  1.6127e-04
  4602.506  9.6890e-01  7.9302e-02  6.5049e-04  8.3098e-03  6.6328e-04  1.4718e-04
  4602.535  9.6828e-01  7.9290e-02  6.9467e-04  7.7714e-03  6.2152e-04  1.3012e-04
  4602.564  9.9304e-01  7.9974e-02 -8.4471e-04  9.4093e-03  7.5131e-04  1.6498e-04
  4602.593  9.3225e-01  7.7412e-02  1.9122e-03  8.7928e-03  7.0056e-04  1.6325e-04
  4602.621  9.5404e-01  7.8326e-02  9.1865e-04  7.4858e-03  6.0232e-04  9.9172e-05
  4602.650  9.4782e-01  7.7884e-02  9.9242e-04  9.1342e-03  7.3317e-04  1.3466e-04
  4602.679  9.7664e-01  7.9761e-02  4.5257e-04  9.1273e-03  7.3257e-04  1.3491e-04
  4602.708  9.5904e-01  7.8624e-02  7.9333e-04  7.5161e-03  6.0410e-04  1.0479e-04
  4602.737  9.6597e-01  7.9729e-02  1.4204e-03  8.7316e-03  6.9989e-04  1.3567e-04
  4602.765  9.6648e-01  7.8369e-02 -2.0344e-04  9.3360e-03  7.4850e-04  1.4391e-04
  4602.794  9.5906e-01  7.8757e-02  9.4440e-04  7.8125e-03  6.2645e-04  1.1984e-04
  4602.823  9.5652e-01  7.8581e-02  9.7961e-04  8.1776e-03  6.5546e-04  1.2719e-04
  4602.852  9.7034e-01  7.9399e-02  6.2575e-04  9.4524e-03  7.5745e-04  1.4833e-04
  4602.881  9.7533e-01  8.0088e-02  9.5464e-04  8.3404e-03  6.6787e-04  1.3412e-04
  4602.909  9.7250e-01  7.9668e-02  7.3367e-04  7.7832e-03  6.2485e-04  1.1393e-04
  4602.938  9.4637e-01  7.7838e-02  1.0743e-03  9.4064e-03  7.5360e-04  1.4881e-04
  4602.967  9.6815e-01  7.9300e-02  7.1670e-04  8.8001e-03  7.0359e-04  1.4860e-04
  4602.996  9.5630e-01  7.8453e-02  8.5075e-04  7.4658e-03  5.9873e-04  1.1395e-04
  4603.025  9.7076e-01  7.9530e-02  7.3768e-04  9.1474e-03  7.3210e-04  1.4973e-04
  4603.053  9.5294e-01  7.8328e-02  1.0229e-03  9.1340e-03  7.3095e-04  1.5001e-04
  4603.082  9.7430e-01  7.9967e-02  9.1008e-04  7.6008e-03  6.0920e-04  1.1845e-04
  4603.111  9.6834e-01  7.9836e-02  1.3197e-03  8.7080e-03  6.9780e-04  1.3669e-04
  4603.140  9.7846e-01  7.9071e-02 -5.1964e-04  9.3008e-03  7.4494e-04  1.4856e-04
  4603.169  9.6298e-01  7.9089e-02  9.5866e-04  7.8652e-03  6.3004e-04  1.2499e-04
  4603.197  9.6889e-01  7.9362e-02  7.1805e-04  8.1606e-03  6.5476e-04  1.2233e-04
  4603.226  9.5716e-01  7.8344e-02  6.4350e-04  9.3789e-03  7.5111e-04  1.5040e-04
  4603.255  9.5531e-01  7.8371e-02  8.4889e-04  8.2006e-03  6.5539e-04  1.4029e-04
  4603.284  9.7380e-01  7.9688e-02  6.3435e-04  7.7662e-03  6.2299e-04  1.1735e-04
  4603.312  9.6904e-01  7.9085e-02  3.8315e-04  9.3182e-03  7.4672e-04  1.4622e-04
  4603.341  9.5579e-01  7.8221e-02  6.2965e-04  8.6755e-03  6.9413e-04  1.4338e-04
  4603.370  9.5426e-01  7.8409e-02  9.9085e-04  7.4703e-03  5.9828e-04  1.1962e-04
  4603.399  9.4720e-01  7.9046e-02  2.3944e-03  9.1134e-03  7.2624e-04  1.6854e-04
  4603.427  9.7694e-01  7.8328e-02 -1.2388e-03  9.1052e-03  7.2636e-04  1.6388e-04
  4603.456  9.6110e-01  7.8872e-02  8.8429e-04  7.5240e-03  6.0430e-04  1.0832e-04
  4603.485  9.6059e-01  7.9063e-02  1.1538e-03  8.6503e-03  6.9468e-04  1.2514e-04
  4603.514  9.7374e-01  7.9135e-02 -2.9528e-06  9.2983e-03  7.4668e-04  1.3487e-04
  4603.542  9.8208e-01  8.0625e-02  9.3895e-04  7.8928e-03  6.3367e-04  1.1552e-04
  4603.571  9.6752e-01  7.9504e-02  1.0115e-03  8.1427e-03  6.5348e-04  1.2101e-04
  4603.600  9.6587e-01  7.8678e-02  2.0893e-04  9.3615e-03  7.5124e-04  1.3952e-04
  4603.629  9.5838e-01  7.8667e-02  9.0259e-04  8.1812e-03  6.5611e-04  1.2490e-04
  4603.657  9.7801e-01  8.0148e-02  7.6889e-04  7.7693e-03  6.2387e-04  1.1285e-04
  4603.686  9.5377e-01  7.8762e-02  1.4458e-03  9.3257e-03  7.4809e-04  1.4099e-04
  4603.715  9.6659e-01  7.8850e-02  3.4026e-04  8.6811e-03  6.9531e-04  1.3866e-04
  4603.744  9.5055e-01  7.8108e-02  9.9030e-04  7.4354e-03  5.9589e-04  1.1638e-04
  4603.772  9.4043e-01  7.7545e-02  1.2911e-03  9.0696e-03  7.2678e-04  1.4252e-04
