350.00	135.68
351.00	129.29
352.00	129.74
353.00	138.80
354.00	142.33
355.00	144.51
356.00	133.26
357.00	134.63
358.00	136.37
359.00	131.78
360.00	140.97
361.00	140.94
362.00	135.96
363.00	139.97
364.00	131.59
365.00	139.52
366.00	141.77
367.00	140.38
368.00	140.45
369.00	135.97
370.00	137.32
371.00	134.82
372.00	139.06
373.00	132.53
374.00	140.55
375.00	140.56
376.00	138.30
377.00	136.94
378.00	177.88
379.00	143.39
380.00	140.00
381.00	154.00
382.00	140.89
383.00	137.92
384.00	135.89
385.00	135.87
386.00	137.68
387.00	132.64
388.00	142.25
389.00	173.00
390.00	136.85
391.00	134.69
392.00	134.17
393.00	142.64
394.00	135.94
395.00	160.08
396.00	137.23
397.00	143.01
398.00	146.15
399.00	159.52
400.00	141.20
401.00	143.32
402.00	136.20
403.00	142.40
404.00	143.06
405.00	166.05
406.00	141.34
407.00	144.09
408.00	155.98
409.00	146.67
410.00	153.55
411.00	221.54
412.00	156.27
413.00	151.58
414.00	154.99
415.00	151.74
416.00	157.62
417.00	163.12
418.00	168.00
419.00	168.52
420.00	189.40
421.00	167.23
422.00	177.22
423.00	180.69
424.00	189.26
425.00	194.84
426.00	180.71
427.00	194.55
428.00	199.83
429.00	202.77
430.00	233.57
431.00	200.84
432.00	214.25
433.00	217.03
434.00	237.25
435.00	253.42
436.00	569.53
437.00	234.95
438.00	209.48
439.00	207.39
440.00	204.69
441.00	227.46
442.00	209.48
443.00	212.74
444.00	227.09
445.00	210.59
446.00	217.34
447.00	218.35
448.00	237.99
449.00	230.13
450.00	233.90
451.00	223.19
452.00	236.56
453.00	232.74
454.00	243.35
455.00	257.22
456.00	239.35
457.00	247.33
458.00	268.49
459.00	254.93
460.00	246.83
461.00	249.61
462.00	260.95
463.00	267.03
464.00	259.74
465.00	264.50
466.00	266.41
467.00	252.83
468.00	250.61
469.00	249.01
470.00	237.97
471.00	240.92
472.00	275.69
473.00	263.19
474.00	254.00
475.00	270.19
476.00	266.83
477.00	270.31
478.00	264.81
479.00	288.54
480.00	278.60
481.00	273.29
482.00	287.68
483.00	289.25
484.00	290.64
485.00	313.13
486.00	482.33
487.00	439.64
488.00	333.72
489.00	336.26
490.00	342.62
491.00	353.73
492.00	366.56
493.00	377.56
494.00	369.00
495.00	381.79
496.00	390.96
497.00	409.52
498.00	387.63
499.00	422.17
500.00	440.40
501.00	411.64
502.00	406.59
503.00	439.49
504.00	416.56
505.00	414.78
506.00	414.49
507.00	406.90
508.00	412.04
509.00	407.13
510.00	424.89
511.00	417.90
512.00	408.24
513.00	404.67
514.00	402.43
515.00	412.28
516.00	414.85
517.00	408.44
518.00	421.42
519.00	414.95
520.00	425.77
521.00	412.36
522.00	427.83
523.00	437.19
524.00	415.95
525.00	420.52
526.00	428.45
527.00	432.68
528.00	444.84
529.00	450.71
530.00	465.18
531.00	460.81
532.00	457.16
533.00	471.58
534.00	509.22
535.00	485.39
536.00	497.42
537.00	510.37
538.00	536.77
539.00	522.85
540.00	528.91
541.00	528.33
542.00	622.74
543.00	524.88
544.00	546.98
545.00	551.64
546.00	917.74
547.00	806.82
548.00	594.62
549.00	586.90
550.00	571.18
551.00	566.67
552.00	571.29
553.00	548.24
554.00	563.70
555.00	557.77
556.00	567.47
557.00	548.76
558.00	547.30
559.00	555.88
560.00	553.63
561.00	537.62
562.00	550.63
563.00	570.88
564.00	547.44
565.00	538.80
566.00	530.53
567.00	533.26
568.00	540.58
569.00	551.11
570.00	550.39
571.00	542.72
572.00	559.40
573.00	701.41
574.00	578.82
575.00	566.90
576.00	573.04
577.00	604.64
578.00	587.56
579.00	614.49
580.00	603.74
581.00	571.39
582.00	637.06
583.00	605.51
584.00	622.84
585.00	615.24
586.00	628.17
587.00	644.79
588.00	647.06
589.00	642.76
590.00	659.36
591.00	649.49
592.00	674.86
593.00	694.43
594.00	686.03
595.00	699.03
596.00	698.26
597.00	702.87
598.00	742.42
599.00	749.11
600.00	710.02
601.00	720.91
602.00	738.44
603.00	728.79
604.00	728.05
605.00	722.34
606.00	716.20
607.00	720.73
608.00	733.50
609.00	728.01
610.00	716.45
611.00	703.91
612.00	712.33
613.00	693.55
614.00	697.92
615.00	708.06
616.00	692.88
617.00	691.49
618.00	698.30
619.00	686.14
620.00	680.99
621.00	682.48
622.00	689.80
623.00	675.75
624.00	680.39
625.00	683.02
626.00	678.50
627.00	667.02
628.00	683.94
629.00	682.30
630.00	679.89
631.00	663.03
632.00	676.96
633.00	673.68
634.00	702.81
635.00	693.98
636.00	684.99
637.00	706.10
638.00	728.17
639.00	702.69
640.00	707.70
641.00	732.37
642.00	717.93
643.00	736.05
644.00	757.42
645.00	744.63
646.00	731.16
647.00	734.62
648.00	750.24
649.00	762.07
650.00	787.97
651.00	776.23
652.00	784.35
653.00	772.71
654.00	779.75
655.00	781.31
656.00	1951.03
657.00	1882.54
658.00	1165.56
659.00	831.55
660.00	785.29
661.00	793.48
662.00	846.64
663.00	819.76
664.00	805.06
665.00	782.37
666.00	788.52
667.00	787.77
668.00	781.72
669.00	776.99
670.00	786.33
671.00	765.77
672.00	771.27
673.00	751.40
674.00	756.53
675.00	759.19
676.00	756.05
677.00	744.28
678.00	742.19
679.00	731.65
680.00	716.43
681.00	742.02
682.00	711.72
683.00	694.03
684.00	684.37
685.00	693.83
686.00	694.72
687.00	701.83
688.00	680.21
689.00	677.46
690.00	688.52
691.00	678.75
692.00	676.58
693.00	691.27
694.00	666.12
695.00	681.09
696.00	704.74
697.00	731.15
698.00	709.14
699.00	671.30
700.00	661.58
701.00	662.43
702.00	660.31
703.00	683.89
704.00	662.04
705.00	670.03
706.00	666.87
707.00	708.89
708.00	683.52
709.00	672.92
710.00	656.41
711.00	656.75
712.00	679.49
713.00	653.67
714.00	669.98
715.00	657.99
716.00	664.56
717.00	666.32
718.00	667.56
719.00	666.22
720.00	673.18
721.00	692.06
722.00	685.27
723.00	653.41
724.00	650.55
725.00	657.68
726.00	664.10
727.00	676.52
728.00	667.80
729.00	673.70
730.00	695.15
731.00	661.62
732.00	664.45
733.00	648.10
734.00	653.04
735.00	659.94
736.00	667.31
737.00	648.56
738.00	695.79
739.00	695.70
740.00	662.92
741.00	654.26
742.00	626.04
743.00	630.80
744.00	665.60
745.00	628.00
746.00	612.26
747.00	619.58
748.00	615.01
749.00	608.81
750.00	639.68
751.00	702.60
752.00	676.24
753.00	735.29
754.00	585.04
755.00	573.89
756.00	584.20
757.00	571.81
758.00	567.80
759.00	575.72
760.00	597.73
761.00	569.09
762.00	532.86
763.00	653.85
764.00	751.00
765.00	642.57
766.00	573.27
767.00	522.16
768.00	512.87
769.00	511.61
770.00	540.56
771.00	502.22
772.00	570.30
773.00	617.30
774.00	523.76
775.00	499.60
776.00	499.35
777.00	496.01
778.00	493.77
779.00	488.01
780.00	462.27
781.00	472.52
782.00	472.14
783.00	473.17
784.00	461.91
785.00	455.90
786.00	461.97
787.00	453.20
788.00	454.52
789.00	442.25
